labels	quotes	stats	but	adj	advs	negations	survey	averagesent	proper	report	conj	comparative	superlat	questions	meme	personal	mon	modal	statives	strah	udivlen	zol	jdu	fu	ura	negati	positi	grustno	doverie	abstract_nouns	assertion_words	discourse_markers	claims	modality_words	cons	reas	purp	relat	tim	cond	passive	lentok
real_0903222_2.tsv	4	0	0	43	20	4	0	33.04545454545455	34	5	32	3	1	0	0	0	0	13	43	19	3	11	8	2	4	33	22	15	20	17	2	1	26	9	1	0	5	11	2	5	8	727
real_0903222_2.tsv	0	0	0	10	6	1	0	17.22222222222222	20	3	8	0	0	0	0	0	0	0	6	1	2	1	4	0	2	2	8	0	1	8	0	0	0	0	0	0	1	1	0	0	0	155
real_0903222_2.tsv	3	0	0	7	4	0	0	25	15	3	4	0	0	0	0	1	0	0	9	3	1	1	5	0	2	9	7	2	5	0	0	0	1	0	0	0	0	3	1	1	4	200
real_0903222_2.tsv	9	0	0	23	26	3	0	31.3	14	12	5	12	2	0	0	1	0	0	20	11	2	15	6	2	0	22	11	2	12	4	0	0	7	0	0	0	1	5	0	0	4	313
real_0903222_2.tsv	4	0	0	24	14	7	0	21.714285714285715	32	6	23	2	0	0	0	1	0	2	37	20	9	17	13	6	11	23	27	10	12	8	0	0	9	4	0	1	0	6	3	0	7	456
real_0903222_2.tsv	6	0	0	24	19	1	0	38.875	16	1	8	3	3	0	0	0	0	1	11	13	2	5	10	2	7	14	20	7	12	0	0	0	5	1	0	0	0	6	0	0	4	311
real_0903222_2.tsv	5	0	0	22	31	10	0	26.058823529411764	32	2	21	9	0	0	0	2	1	7	35	11	3	10	15	5	8	25	34	10	16	27	1	0	8	4	0	0	1	3	0	1	0	443
real_0903222_2.tsv	1	0	0	39	6	0	0	58.833333333333336	26	2	16	1	1	0	0	1	0	0	24	7	2	4	10	1	5	8	28	3	15	7	0	0	10	1	0	0	2	3	0	0	1	353
real_0903222_2.tsv	8	0	0	12	6	0	0	25.555555555555557	28	2	9	3	0	0	0	0	0	1	26	7	1	6	3	2	1	8	14	5	4	2	0	0	2	6	0	2	1	3	0	0	0	230
real_0903222_2.tsv	10	0	0	27	11	0	0	33.09090909090909	24	8	23	4	1	0	0	4	0	2	44	11	5	14	9	2	6	25	22	5	14	5	2	2	9	3	0	0	0	2	0	0	2	364
real_0903222_2.tsv	3	0	0	9	4	1	0	22.857142857142858	15	6	5	0	0	0	0	1	0	0	13	6	3	4	5	3	4	10	12	2	7	6	1	0	2	1	0	1	0	1	1	0	1	160
real_0903222_2.tsv	2	0	0	29	16	0	0	41.75	11	9	15	3	1	0	0	0	0	8	26	3	1	1	6	0	1	9	8	2	8	4	0	0	3	1	0	0	0	1	0	0	0	334
real_0903222_2.tsv	9	0	0	31	6	2	2	31.533333333333335	38	12	11	1	0	0	0	0	0	0	38	19	7	18	5	9	4	30	17	15	15	2	1	1	5	4	0	3	1	7	1	0	6	473
real_0903222_2.tsv	3	0	0	24	8	0	0	48.333333333333336	28	5	20	1	0	0	0	0	0	0	19	17	2	15	3	6	3	19	14	10	10	8	2	0	3	2	0	0	0	3	0	0	2	290
real_0903222_2.tsv	3	0	0	16	15	1	1	29.875	9	2	7	3	2	0	0	0	0	0	12	16	5	14	8	0	3	19	20	9	6	2	0	1	3	1	0	0	0	0	1	0	6	239
real_0903222_2.tsv	3	0	0	19	7	2	0	22.333333333333332	11	5	6	0	0	0	0	0	0	2	13	2	4	3	4	1	4	5	12	3	8	3	0	1	1	0	0	0	0	2	1	0	1	201
real_0903222_2.tsv	7	0	0	21	10	1	1	29.444444444444443	21	6	7	2	1	0	0	0	0	0	30	9	3	4	6	2	2	11	12	4	3	9	0	2	4	2	0	0	4	1	1	0	1	265
real_0903222_2.tsv	2	0	0	16	2	0	0	47.25	10	2	5	0	1	0	0	0	0	0	9	2	0	5	5	1	0	10	9	0	4	3	2	0	2	1	0	0	1	3	2	0	1	189
real_0903222_2.tsv	4	0	0	28	20	2	0	37.625	23	4	33	3	2	0	0	0	1	2	61	13	0	1	3	0	10	14	44	4	37	1	3	0	4	2	0	0	2	4	1	0	11	602
real_0903222_2.tsv	2	0	0	10	3	0	0	21.142857142857142	5	1	6	0	0	0	0	1	0	1	16	5	0	2	1	0	0	8	5	4	4	5	0	1	3	0	0	0	4	0	0	0	1	148
real_0903222_2.tsv	19	0	0	102	60	0	0	36.857142857142854	72	23	57	15	10	0	0	4	0	5	68	24	5	19	26	2	16	28	94	16	52	37	1	2	30	5	0	3	2	9	6	0	3	1032
real_0903222_2.tsv	0	0	0	6	9	0	0	16.555555555555557	20	0	5	2	1	0	0	0	0	1	7	2	1	3	3	1	2	8	6	2	3	15	1	1	2	0	0	0	0	2	2	0	2	149
real_0903222_2.tsv	2	0	0	28	4	2	0	25.0625	35	10	13	1	1	0	0	1	0	3	36	21	4	20	9	5	4	31	25	14	17	17	0	0	1	0	0	0	0	5	0	2	7	401
real_0903222_2.tsv	0	0	0	106	69	10	2	27.2	32	3	34	12	2	0	1	3	0	10	75	31	9	29	24	8	18	62	57	16	41	29	3	3	7	20	0	1	2	15	3	1	10	952
real_0903222_2.tsv	1	0	0	122	58	2	3	23.93	253	0	47	15	3	0	0	9	0	3	73	40	11	5	15	1	8	67	60	37	34	7	22	0	15	24	0	0	1	16	2	0	35	2393
real_0903222_2.tsv	4	0	0	15	9	2	0	30	15	10	17	1	1	0	0	2	0	3	15	16	6	11	11	5	10	23	20	13	14	14	0	1	2	2	0	1	3	4	1	0	1	360
real_0903222_2.tsv	2	0	0	13	13	0	0	29	24	0	3	3	2	0	0	2	0	0	14	7	1	3	2	1	1	12	10	3	4	3	1	0	1	0	0	0	0	6	2	0	0	232
real_0903222_2.tsv	7	0	0	18	12	2	0	31	25	5	22	1	0	0	0	1	0	2	20	5	4	6	8	2	4	24	15	2	9	12	0	1	2	4	0	1	1	3	1	0	4	372
real_0903222_2.tsv	2	0	0	7	2	0	0	40.666666666666664	10	1	6	0	0	0	0	0	0	0	9	0	0	3	2	0	0	7	4	1	2	6	2	0	4	0	0	0	1	2	0	0	1	122
real_0903222_2.tsv	3	0	0	26	22	5	0	22.428571428571427	30	7	20	3	0	0	0	1	0	4	31	4	6	3	10	1	5	17	14	4	9	2	0	0	3	1	0	0	1	10	1	0	2	471
real_0903222_2.tsv	1	0	0	12	4	0	0	29.75	35	5	7	0	0	0	0	1	0	0	13	4	2	4	6	1	5	18	14	5	5	0	0	1	2	0	0	0	1	1	0	0	0	238
real_0903222_2.tsv	2	0	0	9	5	1	0	29.4	12	3	6	0	1	0	0	0	0	0	7	5	1	2	2	0	2	9	9	1	5	0	4	0	3	0	0	0	0	1	1	0	2	147
real_0903222_2.tsv	6	0	0	16	6	1	0	31.666666666666668	21	2	4	2	1	0	0	0	0	0	11	4	1	4	5	0	6	6	12	2	3	18	0	0	7	1	0	0	0	0	0	0	0	190
real_0903222_2.tsv	1	0	0	38	8	0	0	30.692307692307693	33	3	15	1	0	0	0	0	0	0	28	15	4	13	11	10	4	28	24	13	21	3	0	0	4	3	0	0	0	8	0	0	1	399
real_0903222_2.tsv	5	0	0	27	6	1	0	34.42857142857143	14	6	5	0	0	0	0	0	0	2	20	24	8	21	10	12	2	33	12	20	11	1	0	2	2	2	0	0	0	2	0	0	3	241
real_0903222_2.tsv	8	0	0	11	15	5	0	27.8	20	9	13	3	0	0	0	0	0	3	25	13	2	11	5	5	0	16	21	9	11	3	0	0	8	2	0	0	0	2	0	0	0	278
real_0903222_2.tsv	2	0	0	9	17	4	0	27.428571428571427	18	3	4	6	0	0	1	3	0	2	17	6	3	2	7	0	2	8	10	2	10	0	0	2	4	1	0	1	0	1	0	0	2	192
real_0903222_2.tsv	3	0	0	8	15	2	0	37.666666666666664	12	5	12	7	2	0	0	2	0	1	22	3	3	3	1	0	0	11	3	4	2	5	0	1	2	0	0	0	0	4	1	1	1	226
real_0903222_2.tsv	4	0	0	34	29	8	0	18.38235294117647	41	25	23	1	2	9	0	4	0	3	42	16	3	17	8	8	7	33	32	19	15	13	1	0	6	1	0	0	0	6	4	2	7	625
real_0903222_2.tsv	1	0	0	12	6	2	0	18.789473684210527	27	10	7	2	3	0	0	0	0	0	35	9	4	6	3	2	0	16	9	8	9	0	0	0	5	0	0	0	0	5	2	0	11	357
real_0903222_2.tsv	2	0	0	7	3	1	0	37.5	19	3	5	1	1	0	0	0	0	0	10	5	0	5	3	3	0	9	2	3	1	3	1	0	1	0	0	0	0	1	2	0	1	150
real_0903222_2.tsv	2	0	0	19	1	2	0	19.181818181818183	20	9	6	0	0	0	0	0	0	1	12	8	1	6	4	2	0	8	11	5	8	4	0	0	1	1	0	0	0	1	0	0	2	211
real_0903222_2.tsv	0	0	0	11	5	1	0	23.2	11	1	1	1	2	0	0	0	0	0	5	5	3	3	2	1	2	7	8	3	1	3	0	0	0	0	0	0	0	0	0	0	0	116
real_0903222_2.tsv	0	0	0	6	1	0	0	24	3	0	0	1	0	0	0	0	0	0	5	3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	72
real_0903222_2.tsv	3	0	0	13	0	0	0	42	11	3	7	0	2	0	0	1	0	0	11	2	0	4	0	1	0	5	1	1	6	0	0	0	0	0	0	0	0	0	0	0	2	126
real_0903222_2.tsv	0	0	0	10	7	1	2	36.666666666666664	9	4	8	0	0	0	1	1	0	0	19	9	1	5	2	4	1	12	12	7	14	1	0	0	0	1	0	0	0	0	2	0	3	220
real_0903222_2.tsv	2	0	0	2	3	0	0	34.333333333333336	6	3	2	0	0	0	0	1	0	0	14	6	3	6	0	2	0	10	2	5	6	2	0	0	1	0	0	0	0	2	3	0	4	103
real_0903222_2.tsv	0	0	0	32	15	1	0	29.6	33	10	13	2	1	0	0	0	0	2	36	14	2	10	9	3	3	20	24	4	16	8	0	0	3	2	0	0	2	1	3	0	5	444
real_0903222_2.tsv	3	0	0	26	8	0	0	28.3	14	1	9	1	0	0	0	0	0	2	17	10	2	10	7	5	0	15	14	8	7	7	0	0	1	0	0	0	1	2	2	0	1	283
real_0903222_2.tsv	1	0	0	7	6	0	0	19.11111111111111	15	1	2	2	1	0	0	0	0	0	8	10	0	6	4	0	0	17	4	9	5	0	0	0	1	0	0	0	1	0	0	0	1	172
real_0903222_2.tsv	4	0	0	18	7	0	0	17.470588235294116	29	6	6	4	4	0	0	0	0	0	19	14	6	11	8	4	5	21	20	11	9	13	1	2	1	7	0	0	5	1	0	0	4	297
real_0903222_2.tsv	9	0	0	105	50	5	2	50.15384615384615	25	13	38	2	3	0	3	5	0	5	67	9	7	5	22	5	18	38	71	8	46	51	2	0	14	5	0	0	1	22	0	0	5	1304
real_0903222_2.tsv	0	0	0	12	6	0	0	25.4	12	0	4	2	0	0	0	0	0	1	11	3	1	2	1	1	1	6	6	2	6	0	0	0	5	0	0	0	0	9	0	1	3	127
real_0903222_2.tsv	2	0	0	71	29	4	1	28	55	11	30	2	1	0	0	1	0	0	39	29	14	19	25	4	12	64	47	17	29	41	5	0	14	9	0	0	6	12	1	0	2	812
real_0903222_2.tsv	3	0	0	17	8	0	0	28.857142857142858	22	0	7	2	0	0	0	1	0	0	6	7	2	5	1	1	0	14	10	5	10	4	0	0	3	1	0	0	0	5	0	0	0	202
real_0903222_2.tsv	2	0	0	1	3	0	0	41	12	3	5	2	0	0	0	0	0	0	9	1	0	2	0	2	0	8	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	82
real_0903222_2.tsv	4	0	0	6	6	2	0	31.571428571428573	16	8	9	0	0	0	0	1	0	0	24	14	5	12	5	4	3	19	10	7	1	0	1	0	5	5	0	0	0	1	1	0	3	221
real_0903222_2.tsv	2	0	0	18	7	0	4	29.375	19	1	5	3	1	0	0	1	0	0	16	3	1	5	2	3	0	14	5	3	3	2	0	0	4	0	0	0	1	2	2	0	0	235
real_0903222_2.tsv	0	0	0	6	13	0	0	22.714285714285715	10	0	2	1	0	0	0	0	0	0	10	2	2	1	4	0	4	3	6	1	4	0	0	0	2	0	0	0	1	2	0	0	1	159
real_0903222_2.tsv	3	0	0	22	16	3	0	38	15	3	18	2	0	0	0	0	0	1	21	21	5	15	8	0	6	21	23	10	9	6	0	0	4	1	0	0	0	0	2	0	7	342
real_0903222_2.tsv	9	0	0	15	8	0	0	32.2	28	13	16	0	0	0	0	0	0	1	20	21	8	19	2	8	2	27	18	14	11	13	0	0	7	1	0	0	0	4	1	1	4	322
real_0903222_2.tsv	5	0	0	6	9	6	0	24.714285714285715	6	3	9	1	0	0	0	2	0	4	13	3	2	2	1	1	1	5	8	4	5	2	0	0	2	1	0	0	0	0	0	4	0	173
real_0903222_2.tsv	4	0	0	19	5	1	0	21.272727272727273	25	9	10	1	1	0	0	0	0	1	23	2	1	3	2	1	3	8	15	0	6	7	0	0	2	2	0	0	0	2	1	1	0	234
real_0903222_2.tsv	0	0	0	2	1	0	0	19.142857142857142	8	2	4	0	0	0	0	0	0	0	13	6	1	7	1	1	3	8	6	5	3	3	0	0	1	0	0	0	0	3	0	0	1	134
real_0903222_2.tsv	16	0	0	47	48	10	2	27.558823529411764	41	10	38	7	3	2	0	16	0	4	71	16	16	6	20	8	15	39	45	18	22	31	0	0	7	1	0	0	2	18	6	0	5	937
real_0903222_2.tsv	5	0	0	17	12	1	0	25.11111111111111	14	0	7	2	0	0	0	2	0	0	17	10	4	8	10	2	8	12	11	11	9	0	0	1	3	1	0	1	1	6	1	0	1	226
real_0903222_2.tsv	12	0	0	47	49	6	3	23.305555555555557	54	11	38	6	7	1	0	8	0	9	91	47	12	38	9	18	5	72	32	36	21	8	3	4	10	6	0	2	3	5	4	0	11	839
real_0903222_2.tsv	6	0	0	20	16	3	2	31.071428571428573	41	6	12	6	2	0	1	5	0	2	26	8	2	9	6	4	4	17	18	7	14	10	0	0	13	2	0	1	0	7	3	1	3	435
real_0903222_2.tsv	3	0	0	10	32	8	0	17.53846153846154	26	2	12	6	1	4	1	2	0	0	36	26	15	22	14	8	8	28	15	18	9	0	0	0	1	1	0	0	0	4	5	1	4	456
real_0903222_2.tsv	0	0	0	7	1	0	0	25	11	1	0	1	0	0	0	0	0	0	9	0	2	0	6	0	3	6	5	2	2	5	0	0	0	0	0	0	1	0	1	0	2	100
real_0903222_2.tsv	8	0	0	18	30	11	0	19.863636363636363	25	9	23	4	2	0	0	7	0	3	39	12	3	7	8	4	8	18	19	6	13	8	0	1	11	3	0	2	1	7	0	1	3	437
real_0903222_2.tsv	7	0	0	21	10	2	0	24.666666666666668	27	7	9	3	0	1	0	2	0	2	37	10	1	8	4	1	1	18	18	5	5	10	3	0	7	0	0	0	0	7	2	0	6	370
real_0903222_2.tsv	0	0	0	17	3	0	0	22.833333333333332	12	0	4	1	0	0	0	2	0	0	11	4	4	3	0	6	0	6	6	3	6	6	0	1	0	0	0	0	0	0	0	0	2	137
real_0903222_2.tsv	12	0	0	24	14	4	0	26.583333333333332	28	17	16	1	0	0	0	5	0	2	32	18	0	6	4	0	3	13	14	8	11	12	1	1	5	2	0	0	0	4	0	0	1	319
real_0903222_2.tsv	0	0	0	17	3	0	0	43.5	7	1	6	1	0	0	0	0	0	0	4	6	1	6	5	2	3	13	9	5	4	5	0	0	4	0	0	0	0	1	0	0	1	174
real_0903222_2.tsv	6	0	0	14	17	2	0	21.27777777777778	25	10	23	1	0	0	0	2	0	1	39	10	4	10	2	1	1	20	20	9	4	5	0	2	5	0	0	1	0	3	1	1	5	383
real_0903222_2.tsv	2	0	0	19	8	1	0	30.625	18	8	6	1	0	0	0	0	0	0	13	16	0	18	1	9	1	30	11	11	6	5	1	1	2	0	0	2	0	5	0	0	1	245
real_0903222_2.tsv	16	0	0	53	17	3	0	33.94117647058823	28	20	33	4	2	0	0	12	0	8	55	23	5	18	7	11	3	34	25	21	17	15	0	2	13	11	0	0	2	3	0	0	7	577
real_0903222_2.tsv	3	0	0	27	20	9	0	28.571428571428573	26	8	13	4	1	0	0	1	0	1	29	21	10	18	8	7	4	24	11	12	11	9	4	0	8	1	0	0	0	4	1	1	4	400
real_0903222_2.tsv	3	0	0	14	10	0	0	28.875	10	4	14	1	0	0	0	1	0	2	11	15	1	18	6	0	4	19	14	11	5	0	0	1	5	0	0	0	1	3	0	0	2	231
real_0903222_2.tsv	2	0	0	9	6	4	0	23.7	21	2	5	0	0	0	0	0	0	0	18	9	4	7	4	0	0	21	11	10	7	2	0	1	3	0	0	0	0	3	1	0	4	237
real_0903222_2.tsv	7	0	0	24	16	1	0	33.7	25	7	16	2	0	0	0	1	0	0	23	9	3	8	1	4	3	22	13	9	6	21	1	0	12	2	0	0	0	5	2	0	2	337
real_0903222_2.tsv	1	0	1	17	1	1	0	17.88888888888889	18	2	0	0	0	0	0	0	0	0	4	3	0	2	1	1	0	5	4	0	5	14	0	0	5	0	0	0	0	1	0	0	0	161
real_0903222_2.tsv	0	0	0	13	2	0	0	29.6	11	1	2	1	0	0	0	0	0	0	9	2	1	0	3	0	1	10	4	4	4	3	0	0	0	0	0	0	0	0	1	0	0	148
real_0903222_2.tsv	14	0	0	26	11	4	0	18.84	17	12	20	2	1	3	0	1	0	3	45	24	12	23	9	6	8	30	31	19	18	6	2	0	8	0	0	0	5	1	0	5	2	471
real_0903222_2.tsv	7	0	0	22	10	0	0	20.058823529411764	14	2	15	4	0	0	0	0	0	9	21	7	0	6	11	0	3	9	21	2	14	16	0	1	5	2	0	2	1	9	0	0	0	341
real_0903222_2.tsv	31	2	0	110	209	44	3	23.335616438356166	105	55	180	34	12	17	8	36	3	23	272	50	32	37	63	14	38	105	195	48	97	35	20	14	30	17	0	16	5	70	19	7	16	3407
real_0903222_2.tsv	3	0	0	39	23	2	0	24.714285714285715	32	8	18	6	1	1	0	4	0	2	48	2	9	3	3	0	8	31	27	5	10	6	0	2	10	2	0	0	0	2	1	0	3	519
real_0903222_2.tsv	3	2	0	15	9	10	0	21.285714285714285	35	1	3	0	0	0	0	1	0	0	18	6	2	8	6	2	2	24	7	10	5	10	0	0	4	1	0	0	0	3	4	0	0	298
real_0903222_2.tsv	2	0	0	9	2	2	0	21.833333333333332	15	1	4	0	0	0	0	1	0	0	9	3	0	2	2	0	0	8	3	4	2	0	3	0	3	1	0	0	0	2	0	0	4	131
real_0903222_2.tsv	1	0	0	12	5	0	0	25.625	26	2	9	0	0	0	0	0	0	0	12	0	1	0	5	0	6	5	13	0	0	12	0	1	2	0	0	0	0	1	0	0	0	205
real_0903222_2.tsv	3	0	0	14	12	1	0	25	12	1	3	1	0	0	0	0	0	2	6	3	3	1	7	3	1	11	10	2	3	6	0	1	2	3	0	0	1	1	1	0	0	175
real_0903222_2.tsv	1	0	0	17	8	0	0	31.625	32	5	9	1	1	0	0	1	0	2	22	5	1	3	1	0	1	12	14	6	8	4	0	0	9	4	0	0	1	3	1	0	1	253
real_0903222_2.tsv	8	0	0	53	24	0	0	36.94736842105263	41	11	29	6	6	0	0	1	1	7	45	20	13	18	14	3	10	37	38	25	27	18	0	0	7	0	0	0	5	14	0	0	4	702
real_0903222_2.tsv	8	0	0	121	58	6	1	37.266666666666666	115	18	45	11	2	0	2	10	0	6	138	43	17	36	44	8	18	82	105	40	71	33	1	2	23	11	0	2	9	27	5	1	4	1677
real_0903222_2.tsv	1	0	0	8	17	0	0	24.75	32	3	7	0	0	0	0	2	0	0	24	3	1	2	5	0	6	10	15	8	2	6	0	3	0	1	0	1	0	3	1	0	4	297
real_0903222_2.tsv	2	0	0	22	14	0	0	31	25	11	13	2	1	0	0	0	0	2	31	19	11	12	9	1	5	27	27	6	18	16	0	2	7	1	0	0	2	8	1	0	0	372
real_0903222_2.tsv	0	0	0	15	3	1	0	24.166666666666668	12	3	7	1	0	0	1	1	0	3	10	6	2	6	4	0	1	13	5	4	3	0	1	0	5	1	0	0	1	0	0	0	1	145
real_0903222_2.tsv	3	0	0	172	70	6	1	27.848484848484848	116	2	87	12	4	3	0	3	0	13	131	83	20	64	51	22	19	130	119	54	71	60	8	6	23	21	0	2	4	25	8	6	15	1838
real_0903222_2.tsv	7	0	0	13	5	1	0	28.333333333333332	21	3	7	2	0	0	0	0	0	0	14	10	4	11	2	1	1	18	6	2	5	5	0	0	7	0	0	0	3	4	0	0	1	255
real_0903222_2.tsv	0	0	0	13	1	0	0	24.714285714285715	32	0	2	0	1	0	0	0	0	0	13	0	2	1	4	0	1	7	7	0	4	3	0	0	1	0	0	0	2	0	2	1	1	173
real_0903222_2.tsv	8	0	0	21	6	3	0	30.25	16	8	9	1	0	0	0	0	0	0	18	3	2	3	6	1	0	8	12	2	9	5	6	1	4	2	1	0	1	2	0	0	2	242
real_0903222_2.tsv	4	0	0	20	13	0	0	31.181818181818183	22	8	15	3	1	0	0	1	0	1	23	7	6	5	10	9	6	26	29	2	10	7	1	0	1	0	0	1	0	2	2	1	0	343
real_0903222_2.tsv	4	0	0	32	20	2	0	27.09090909090909	57	5	24	3	3	0	0	0	0	1	45	7	4	10	9	1	3	38	26	5	18	18	0	0	9	5	0	0	1	14	1	0	1	596
